,rna,method,LociPARSE,RNArank,RNA3DCNN,ARES,tb_mcq,PAMnet,clash,3drnascore,RNA-BRiQ,RASP-ENERGY,DFIRE,cgRNASP
387,dataset3.AF3.ENST00000468851.model_0.fixed.pdb,Alphafold3,0.74,0.599,0.5786423,5.61,8.62,,6.896551724137931,33.38,-162.38,-51434.5,-58548.49,-564.17
388,dataset3.RNAJP.ENST00000468851.em_predicted_ENST00000468851-8.fixed.pdb,RNAJP,0.69,0.756,12.691521,5.99,15.22,,32.64812575574365,28.41,-44.84,-37080.4,-52633.38,-420.02
389,dataset3.RNAJP.ENST00000468851.em_predicted_ENST00000468851-1.fixed.pdb,RNAJP,0.69,0.721,12.092144,5.59,15.98,,31.035872632003226,28.34,-19.19,-37194.7,-52323.7,-410.41
390,dataset3.3dRNA.ENST00000468851.test_01.pred1.min.fixed.pdb,3dRNA,0.65,0.576,19.905125,7.48,31.66,,28.726061615320567,30.45,396.01,-24260.8,-44581.23,-358.21
391,dataset3.RNAJP.ENST00000468851.em_predicted_ENST00000468851-6.fixed.pdb,RNAJP,0.69,0.684,12.411039,5.79,15.57,,30.63280935106812,28.39,-42.98,-36551.5,-51924.85,-421.41
392,dataset3.trRosettaRNA.ENST00000468851.model_1.fixed.pdb,trRosettaRNA,0.59,0.348,19.110586,7.46,17.64,,5.405405405405405,26.92,124.36,-28805.8,-32710.78,-274.56
393,dataset1.SimRNA.ENST00000468851.fixed.pdb,SimRNA,0.65,0.363,13.529159,7.06,16.07,,48.232848232848234,34.69,457.18,-37617.7,-49674.07,-444.67
394,dataset1.DeepFoldRNA.ENST00000468851.model_3.refined_model.fixed.pdb,DeepFoldRNA,0.64,0.286,-1.9804076,6.22,11.04,,0.0,25.84,-17.7,-42563.7,-29433.52,-141.48
395,dataset3.Rhofold.ENST00000468851.relaxed_1000.fixed.pdb,RhoFold,0.52,0.654,28.731825,7.88,47.59,,8.742714404662781,42.41,432.3,-19851.6,-44764.49,-374.0
396,dataset1.DeepFoldRNA.ENST00000468851.model_6.refined_model.fixed.pdb,DeepFoldRNA,0.63,0.28,0.8065637,6.23,10.47,,0.0,26.02,-0.19,-41817.8,-29739.7,-153.86
397,dataset3.DRfold2.ENST00000468851.DPR.fixed.pdb,DRfold2,0.58,0.406,17.615849,6.85,21.59,,16.632016632016633,34.33,350.64,-29183.6,-42817.68,-375.57
398,dataset3.3dRNA.ENST00000468851.test_01.pred4.min.fixed.pdb,3dRNA,0.66,0.757,20.839262,7.19,28.02,,22.481265611990008,29.92,243.67,-26874.0,-46273.23,-376.9
399,dataset3.RNAJP.ENST00000468851.em_predicted_ENST00000468851-9.fixed.pdb,RNAJP,0.7,0.696,13.546434,6.02,14.99,,30.22974607013301,28.12,-49.78,-36213.3,-51286.55,-420.06
400,dataset1.DeepFoldRNA.ENST00000468851.model_5.refined_model.fixed.pdb,DeepFoldRNA,0.65,0.263,-0.5588263,6.29,10.78,,0.0,25.96,0.1,-40062.7,-28230.99,-120.56
401,dataset3.3dRNA.ENST00000468851.test_01.pred3.min.fixed.pdb,3dRNA,0.63,0.736,20.892302,7.23,35.98,,22.481265611990008,30.61,306.75,-26135.4,-45308.5,-367.43
402,dataset1.DeepFoldRNA.ENST00000468851.model_2.refined_model.fixed.pdb,DeepFoldRNA,0.66,0.292,-3.6997008,5.84,9.37,,0.0,25.74,-29.31,-43858.0,-29593.66,-143.96
403,dataset3.DRfold.ENST00000468851.DPR.fixed.pdb,DRfold,0.61,0.464,16.389357,7.36,25.61,,83.68026644462948,35.55,2234.52,-23610.9,-38794.0,-232.83
404,dataset3.RoseTTAFold2NA.ENST00000468851.model_00.fixed.pdb,RoseTTAFold2NA,0.64,0.356,11.807168,7.18,13.81,,24.948024948024948,31.15,159.78,-34887.3,-46922.2,-404.92
405,dataset3.RNAComposer.ENST00000468851.fixed.pdb,RNAComposer,0.67,0.657,15.958307,7.69,19.02,,25.3955037468776,28.62,44.73,-27322.1,-36258.52,-247.15
406,dataset3.3dRNA.ENST00000468851.test_01.pred2.min.fixed.pdb,3dRNA,0.66,0.789,18.6149,6.83,30.75,,29.975020815986678,30.14,206.59,-26234.5,-45566.8,-338.87
407,dataset3.Vfold.ENST00000468851.npk1_vfold.fixed.pdb,Vfold,0.65,0.666,19.72323,6.7,17.99,,26.195426195426194,35.84,449.63,-19518.9,-48585.05,-332.96
408,dataset1.DeepFoldRNA.ENST00000614674.model_2.refined_model.fixed.pdb,DeepFoldRNA,0.55,0.326,5.183697,6.66,12.81,4.77,8.403361344537815,26.4,5.87,-38608.9,-35949.21,-256.65
409,dataset3.3dRNA.ENST00000614674.test_01.pred1.min.fixed.pdb,3dRNA,0.65,0.671,18.537592,6.84,26.89,6.61,23.140495867768596,29.64,142.71,-30672.9,-45704.98,-339.27
410,dataset3.3dRNA.ENST00000614674.test_01.pred4.min.fixed.pdb,3dRNA,0.64,0.596,22.645187,7.28,31.14,6.19,26.446280991735538,30.74,212.57,-29570.6,-47112.29,-384.79
411,dataset3.Rhofold.ENST00000614674.relaxed_1000.fixed.pdb,RhoFold,0.44,0.529,39.63723,10.4845867,64.79,5.64,92.14876033057851,50.38,2993.39,1647.08,-52028.4,-342.72
412,dataset3.trRosettaRNA.ENST00000614674.model_1.fixed.pdb,trRosettaRNA,0.59,0.466,19.398937,7.37,19.62,7.33,10.317787866281469,27.07,107.15,-34243.0,-39572.08,-353.31
413,dataset3.RNAJP.ENST00000614674.em_predicted_ENST00000614674-1.fixed.pdb,RNAJP,0.67,0.727,11.206866,5.99,12.29,4.76,32.4,28.37,-52.8,-39640.0,-53354.31,-457.82
414,dataset1.DeepFoldRNA.ENST00000614674.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.61,0.364,6.2341256,6.9,14.76,4.5,12.404961984793918,26.34,31.79,-39191.1,-39134.34,-286.35
415,dataset1.SimRNA.ENST00000614674.fixed.pdb,SimRNA,0.63,0.406,10.054691,6.92,19.11,4.26,45.39826661163846,36.03,454.18,-39929.3,-55030.98,-518.9
416,dataset3.NuFold.ENST00000614674_rank_1.pdb,NuFold,0.69,0.429,9.9686,6.57,13.84,4.91,74.23580786026201,33.6,1371.85,-45128.0,-50656.89,-443.08
417,dataset3.RNAComposer.ENST00000614674.fixed.pdb,RNAComposer,0.68,0.807,18.350151,7.61,23.61,7.03,38.01652892561984,29.52,97.46,-27085.3,-44541.7,-383.71
418,dataset3.DRfold2.ENST00000614674.DPR.fixed.pdb,DRfold2,0.64,0.66,10.699429,6.75,24.45,5.11,22.286421791167975,35.33,632.32,-33013.8,-50478.57,-421.54
419,dataset3.RNAJP.ENST00000614674.em_predicted_ENST00000614674-2.fixed.pdb,RNAJP,0.65,0.682,12.118689,6.12,15.03,4.67,28.8,28.56,-75.99,-38953.6,-50938.19,-434.79
420,dataset1.DeepFoldRNA.ENST00000614674.model_5.refined_model.fixed.pdb,DeepFoldRNA,0.59,0.334,4.6227503,6.4,13.26,4.33,10.404161664665866,26.41,43.42,-37891.0,-34796.42,-200.84
421,dataset3.RNAJP.ENST00000614674.em_predicted_ENST00000614674-9.fixed.pdb,RNAJP,0.65,0.625,12.099501,6.11,13.01,4.84,30.0,28.26,-101.17,-39767.5,-51912.56,-450.67
422,dataset1.DeepFoldRNA.ENST00000614674.model_4.refined_model.fixed.pdb,DeepFoldRNA,0.62,0.472,15.070424,7.23,15.12,5.66,16.80672268907563,27.62,64.76,-31505.6,-42822.77,-310.79
423,dataset3.RNAJP.ENST00000614674.em_predicted_ENST00000614674-6.fixed.pdb,RNAJP,0.68,0.706,12.651081,6.19,14.41,4.82,28.8,28.12,-69.65,-39221.4,-51222.56,-446.06
424,dataset3.RNAJP.ENST00000614674.em_predicted_ENST00000614674-7.fixed.pdb,RNAJP,0.66,0.622,12.909011,6.09,13.68,5.03,29.2,28.04,-88.29,-39967.9,-50985.99,-422.58
425,dataset3.RNAJP.ENST00000614674.em_predicted_ENST00000614674-3.fixed.pdb,RNAJP,0.64,0.621,10.9156685,6.32,13.74,5.07,30.8,27.82,-96.23,-39032.6,-50331.89,-422.5
426,dataset3.RNAJP.ENST00000614674.em_predicted_ENST00000614674-4.fixed.pdb,RNAJP,0.67,0.668,12.825103,6.06,13.71,5.28,32.8,28.14,-93.22,-39373.1,-51021.35,-409.6
427,dataset3.RoseTTAFold2NA.ENST00000614674.model_00.fixed.pdb,RoseTTAFold2NA,0.64,0.416,12.385882,7.09,13.36,7.22,21.460998761865454,30.6,40.28,-38329.2,-48091.6,-380.83
428,dataset3.3dRNA.ENST00000614674.test_01.pred3.min.fixed.pdb,3dRNA,0.61,0.644,21.111214,7.65,32.51,6.51,31.40495867768595,29.84,261.92,-29701.1,-45309.32,-355.14
429,dataset1.DeepFoldRNA.ENST00000614674.model_3.refined_model.fixed.pdb,DeepFoldRNA,0.59,0.366,7.6842327,6.84,12.5,5.47,14.40576230492197,26.7,49.03,-35866.1,-37268.17,-231.99
430,dataset3.3dRNA.ENST00000614674.test_01.pred5.min.fixed.pdb,3dRNA,0.64,0.626,21.581013,7.14,24.2,6.63,24.380165289256198,29.9,95.9,-29044.9,-46526.49,-401.38
431,dataset3.DRfold.ENST00000614674.DPR.fixed.pdb,DRfold,0.62,0.576,22.21832,7.44,25.95,6.87,39.256198347107436,35.24,1374.41,-24155.8,-43286.82,-303.93
432,dataset3.RNAJP.ENST00000614674.em_predicted_ENST00000614674-8.fixed.pdb,RNAJP,0.64,0.673,12.9669075,6.11,14.99,5.17,28.4,28.39,-60.26,-38934.2,-50918.27,-437.22
433,dataset3.RNAJP.ENST00000614674.em_predicted_ENST00000614674-5.fixed.pdb,RNAJP,0.66,0.662,12.621067,6.18,14.19,4.93,28.8,28.0,-76.82,-38381.6,-50066.59,-437.63
434,dataset3.AF3.ENST00000614674.model_0.fixed.pdb,Alphafold3,0.76,0.576,1.0876989,6.6283474,10.65,3.17,71.69576059850374,35.89,659.9,-50400.0,-64782.06,-715.09
435,dataset3.3dRNA.ENST00000614674.test_01.pred2.min.fixed.pdb,3dRNA,0.65,0.626,22.867357,7.3,25.72,7.36,27.272727272727273,30.15,140.52,-28258.8,-46075.82,-364.73
436,dataset3.RNAJP.ENST00000614674.em_predicted_ENST00000614674-10.fixed.pdb,RNAJP,0.67,0.722,11.914091,5.98,15.12,4.83,30.0,28.6,-51.28,-39803.5,-53448.45,-464.31
437,dataset1.DeepFoldRNA.ENST00000614674.model_6.refined_model.fixed.pdb,DeepFoldRNA,0.55,0.478,17.991722,6.87,16.48,5.12,29.611844737895158,28.99,138.08,-27811.3,-45125.46,-381.74
438,dataset3.RNAJP.ENST00000620871.em_predicted_ENST00000620871-6.fixed.pdb,RNAJP,0.65,0.531,16.533257,6.18,13.86,5.11,27.826699542092285,27.54,-34.68,-41954.3,-56005.54,-448.95
439,dataset1.DeepFoldRNA.ENST00000620871.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.56,0.338,9.902061,6.69,10.29,4.46,14.094432699083862,26.48,-41.0,-41601.5,-49701.99,-333.61
440,dataset3.AF3.ENST00000620871.model_0.fixed.pdb,Alphafold3,0.69,0.535,11.642729,6.29,10.71,4.68,14.818880351262349,33.74,-152.05,-48338.5,-69536.86,-650.38
441,dataset3.RNAJP.ENST00000620871.em_predicted_ENST00000620871-7.fixed.pdb,RNAJP,0.65,0.495,15.77436,6.62,14.19,6.04,23.952095808383234,27.58,12.66,-39626.9,-51388.76,-390.16
442,dataset3.RNAJP.ENST00000620871.em_predicted_ENST00000620871-4.fixed.pdb,RNAJP,0.68,0.525,12.647811,6.33,15.61,4.96,23.952095808383234,26.94,10.03,-43946.9,-50620.25,-418.95
443,dataset3.3dRNA.ENST00000620871.test_01.pred3.min.fixed.pdb,3dRNA,0.64,0.625,24.79969,6.96,25.65,5.72,26.191342306293198,30.06,337.03,-33084.2,-53306.06,-470.64
444,dataset3.Rhofold.ENST00000620871.relaxed_1000.fixed.pdb,RhoFold,0.55,0.544,34.169113,7.89,54.12,7.13,24.008730447435433,39.3,883.15,-23602.6,-47989.39,-346.79
445,dataset3.RNAJP.ENST00000620871.em_predicted_ENST00000620871-9.fixed.pdb,RNAJP,0.62,0.496,16.681364,6.13,14.23,5.38,29.235646354350123,27.76,-34.13,-42239.4,-55724.81,-460.16
446,dataset3.RNAJP.ENST00000620871.em_predicted_ENST00000620871-8.fixed.pdb,RNAJP,0.67,0.542,12.961249,6.3,13.82,5.55,26.065516026769988,26.9,-68.74,-42710.8,-50343.42,-386.31
447,dataset3.DRfold.ENST00000620871.DPR.fixed.pdb,DRfold,0.64,0.564,14.545859,7.29,20.49,4.04,79.66533284830848,34.45,2747.6,-34731.1,-51929.87,-291.66
448,dataset1.DeepFoldRNA.ENST00000620871.model_2.refined_model.fixed.pdb,DeepFoldRNA,0.59,0.416,11.994697,6.8,14.41,4.83,63.072586328400284,28.37,472.23,-34204.4,-50203.96,-356.34
449,dataset3.DRfold2.ENST00000620871.DPR.fixed.pdb,DRfold2,0.64,0.49,12.30902,6.61,18.43,4.54,21.802325581395348,33.34,200.96,-45633.0,-60227.1,-560.61
450,dataset3.RNAJP.ENST00000620871.em_predicted_ENST00000620871-10.fixed.pdb,RNAJP,0.65,0.548,14.472424,6.24,15.25,5.69,22.543148996125396,27.06,-46.6,-43805.1,-49866.95,-390.18
451,dataset3.3dRNA.ENST00000620871.test_01.pred1.min.fixed.pdb,3dRNA,0.63,0.598,23.843798,7.05,30.04,5.84,30.920334667151693,30.71,390.52,-32540.7,-53981.83,-436.06
452,dataset3.RNAJP.ENST00000620871.em_predicted_ENST00000620871-1.fixed.pdb,RNAJP,0.62,0.625,17.919128,6.18,15.06,5.3,26.417752729834447,27.77,-22.54,-40727.8,-56468.64,-479.44
453,dataset3.NuFold.ENST00000620871_rank_1.pdb,NuFold,0.71,0.461,8.849291,6.73,12.74,5.56,4.942339373970346,31.16,111.14,-46367.3,-53080.07,-397.72
454,dataset3.RNAComposer.ENST00000620871.fixed.pdb,RNAComposer,0.67,0.59,9.873105,7.41,17.04,7.24,25.463805020007275,27.74,-9.39,-36627.9,-47015.6,-338.51
455,dataset1.DeepFoldRNA.ENST00000620871.model_3.refined_model.fixed.pdb,DeepFoldRNA,0.65,0.323,5.711697,6.49,9.94,4.08,10.923185341789994,26.15,-14.11,-45043.1,-45009.61,-288.87
456,dataset3.3dRNA.ENST00000620871.test_01.pred4.min.fixed.pdb,3dRNA,0.64,0.564,25.079884,7.15,31.21,6.0,29.101491451436885,29.98,375.07,-31583.0,-51508.39,-410.62
457,dataset1.DeepFoldRNA.ENST00000620871.model_5.refined_model.fixed.pdb,DeepFoldRNA,0.62,0.293,13.174475,6.87,11.77,4.73,10.2184637068358,26.78,33.02,-38657.8,-41372.08,-277.37
458,dataset1.DeepFoldRNA.ENST00000620871.model_6.refined_model.fixed.pdb,DeepFoldRNA,0.58,0.395,20.21239,6.94,14.28,5.24,20.789288231148696,28.3,99.75,-34280.8,-51742.72,-372.2
459,dataset3.trRosettaRNA.ENST00000620871.model_1.fixed.pdb,trRosettaRNA,0.59,0.564,23.62412,6.87,21.19,7.18,20.712209302325583,27.66,82.38,-37896.1,-53168.09,-465.16
460,dataset3.RNAJP.ENST00000620871.em_predicted_ENST00000620871-3.fixed.pdb,RNAJP,0.68,0.561,16.510683,6.13,16.54,5.27,21.838675589996477,27.77,-18.17,-40581.8,-51614.48,-409.03
461,dataset3.3dRNA.ENST00000620871.test_01.pred2.min.fixed.pdb,3dRNA,0.64,0.644,26.637718,7.12,29.08,6.76,24.736267733721352,30.04,408.92,-30834.5,-51730.9,-408.13
462,dataset1.SimRNA.ENST00000620871.fixed.pdb,SimRNA,0.58,0.336,17.374218,7.26,18.14,4.95,41.424418604651166,33.97,690.58,-38497.6,-55986.06,-509.7
463,dataset1.DeepFoldRNA.ENST00000620871.model_4.refined_model.fixed.pdb,DeepFoldRNA,0.61,0.366,17.117964,6.97,17.46,4.86,24.665257223396758,27.85,238.05,-35679.8,-48564.29,-352.08
464,dataset3.RNAJP.ENST00000620871.em_predicted_ENST00000620871-2.fixed.pdb,RNAJP,0.66,0.605,14.569918,6.1,13.98,5.46,24.304332511447694,27.17,-52.82,-41396.9,-51837.09,-396.8
465,dataset3.RoseTTAFold2NA.ENST00000620871.model_00.fixed.pdb,RoseTTAFold2NA,0.62,0.489,14.491242,7.11,11.97,6.43,65.7703488372093,31.16,319.18,-42441.7,-56711.89,-459.69
466,dataset3.3dRNA.ENST00000620871.test_01.pred5.min.fixed.pdb,3dRNA,0.63,0.667,26.643566,7.15,28.66,6.04,24.37249909057839,30.36,491.77,-30034.0,-51506.4,-427.46
467,dataset3.RNAJP.ENST00000620871.em_predicted_ENST00000620871-5.fixed.pdb,RNAJP,0.64,0.54,15.198086,6.54,15.66,6.06,25.008805917576613,27.65,-48.38,-39195.7,-51188.87,-404.24
468,dataset3.RNAJP.ENST00000622426.em_predicted_ENST00000622426-4.fixed.pdb,RNAJP,0.66,0.665,10.696456,5.83,11.89,4.45,27.864992150706435,27.74,-70.97,-39853.1,-53086.53,-427.05
469,dataset3.3dRNA.ENST00000622426.test_01.pred4.min.fixed.pdb,3dRNA,0.64,0.734,22.839771,7.13,30.46,6.26,22.29428455614106,30.24,229.92,-28205.7,-46256.77,-359.15
470,dataset3.Vfold.ENST00000622426.npk1_vfold.fixed.pdb,Vfold,0.66,0.647,20.392748,6.54,15.75,7.12,20.242914979757085,33.6,345.92,-26568.5,-46787.95,-318.52
471,dataset3.3dRNA.ENST00000622426.test_01.pred3.min.fixed.pdb,3dRNA,0.61,0.756,21.028187,7.17,29.38,6.16,22.29428455614106,29.96,351.82,-30761.1,-47905.76,-404.94
472,dataset3.RNAJP.ENST00000622426.em_predicted_ENST00000622426-3.fixed.pdb,RNAJP,0.68,0.605,10.550067,6.06,11.71,4.3,28.2574568288854,26.96,-87.48,-41599.9,-52030.36,-417.11
473,dataset3.RNAJP.ENST00000622426.em_predicted_ENST00000622426-9.fixed.pdb,RNAJP,0.68,0.73,9.544615,5.75,12.68,3.59,29.827315541601255,27.58,-115.99,-43524.6,-54548.64,-440.44
474,dataset3.RNAComposer.ENST00000622426.fixed.pdb,RNAComposer,0.66,0.613,16.53041,7.55,18.31,6.57,35.265504661532226,28.96,66.81,-28274.3,-44963.09,-370.74
475,dataset1.DeepFoldRNA.ENST00000622426.model_5.refined_model.fixed.pdb,DeepFoldRNA,0.63,0.59,15.20737,7.28,13.57,5.76,22.771888496270122,26.85,30.06,-37411.6,-48702.64,-408.29
476,dataset3.DRfold2.ENST00000622426.DPR.fixed.pdb,DRfold2,0.74,0.532,6.084674,5.78,15.0,3.62,19.02834008097166,33.63,23.13,-49588.4,-59602.15,-612.12
477,dataset1.DeepFoldRNA.ENST00000622426.model_3.refined_model.fixed.pdb,DeepFoldRNA,0.62,0.57,11.15522,6.59,11.11,4.15,21.98665096191598,26.12,-40.8,-41763.6,-50797.8,-431.46
478,dataset3.3dRNA.ENST00000622426.test_01.pred1.min.fixed.pdb,3dRNA,0.64,0.715,21.236538,6.85,24.24,6.54,23.10498581272801,29.56,169.63,-29647.3,-47864.1,-423.89
479,dataset3.RNAJP.ENST00000622426.em_predicted_ENST00000622426-6.fixed.pdb,RNAJP,0.7,0.737,9.554897,5.82,12.61,4.37,28.649921507064363,27.75,-80.77,-40975.3,-54449.32,-455.62
480,dataset3.DRfold.ENST00000622426.DPR.fixed.pdb,DRfold,0.7,0.57,8.204904,7.4932356,19.48,3.65,53.91163356303202,36.6,998.36,-40567.1,-56035.63,-486.95
481,dataset3.RNAJP.ENST00000622426.em_predicted_ENST00000622426-7.fixed.pdb,RNAJP,0.69,0.677,9.925578,5.67,11.48,4.39,27.864992150706435,27.24,-119.81,-44029.9,-54045.05,-450.33
482,dataset3.NuFold.ENST00000622426_rank_1.pdb,NuFold,0.71,0.491,7.1910458,6.2,10.38,5.62,12.836185819070904,32.32,30.06,-46608.6,-51939.85,-409.76
483,dataset3.RNAJP.ENST00000622426.em_predicted_ENST00000622426-2.fixed.pdb,RNAJP,0.72,0.711,11.705662,5.7,13.14,4.09,30.612244897959183,27.77,-98.38,-42718.0,-53959.38,-432.23
484,dataset3.RNAJP.ENST00000622426.em_predicted_ENST00000622426-5.fixed.pdb,RNAJP,0.7,0.633,12.573957,6.0,14.01,4.87,23.940345368916798,27.33,-68.1,-40540.0,-50659.16,-398.23
485,dataset1.DeepFoldRNA.ENST00000622426.model_6.refined_model.fixed.pdb,DeepFoldRNA,0.63,0.554,17.77227,7.05,16.15,5.41,34.55045151158225,27.58,187.02,-34237.4,-48619.42,-400.64
486,dataset3.3dRNA.ENST00000622426.test_01.pred5.min.fixed.pdb,3dRNA,0.64,0.749,22.45382,7.29,35.18,6.16,24.726388325901905,30.22,261.05,-28837.6,-47286.65,-399.46
487,dataset1.DeepFoldRNA.ENST00000622426.model_4.refined_model.fixed.pdb,DeepFoldRNA,0.63,0.519,13.001273,6.87,12.7,4.82,24.73498233215548,26.84,43.75,-37988.6,-50474.0,-430.98
488,dataset1.DeepFoldRNA.ENST00000622426.model_2.refined_model.fixed.pdb,DeepFoldRNA,0.61,0.554,11.118052,6.49,11.46,4.87,26.305457400863762,26.08,0.06,-40047.7,-51024.11,-418.6
489,dataset3.AF3.ENST00000622426.model_0.fixed.pdb,Alphafold3,0.79,0.537,2.8976815,5.84,8.41,3.29,31.765424557116678,33.81,-17.37,-50190.3,-62163.25,-637.46
490,dataset3.3dRNA.ENST00000622426.test_01.pred2.min.fixed.pdb,3dRNA,0.63,0.734,22.561447,7.36,33.0,6.28,25.131738954195377,30.22,424.58,-30274.3,-49735.75,-438.87
491,dataset3.trRosettaRNA.ENST00000622426.model_1.fixed.pdb,trRosettaRNA,0.64,0.459,17.866148,7.2,17.72,7.74,12.955465587044534,26.3,74.3,-33765.7,-39132.93,-321.29
492,dataset1.DeepFoldRNA.ENST00000622426.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.61,0.522,9.596745,6.57,12.07,3.99,25.127601099332548,25.96,-29.25,-42665.0,-50963.84,-424.27
493,dataset1.SimRNA.ENST00000622426.fixed.pdb,SimRNA,0.59,0.431,13.419998,7.15,17.83,4.69,82.18623481781377,36.2,980.55,-31569.0,-53486.08,-487.2
494,dataset3.RNAJP.ENST00000622426.em_predicted_ENST00000622426-1.fixed.pdb,RNAJP,0.7,0.597,8.168214,5.8,10.21,3.9,29.43485086342229,27.32,-129.16,-44376.0,-53709.91,-429.75
495,dataset3.RNAJP.ENST00000622426.em_predicted_ENST00000622426-8.fixed.pdb,RNAJP,0.68,0.663,12.189066,5.78,13.91,4.33,29.43485086342229,27.93,-48.11,-40326.8,-53313.58,-443.66
496,dataset3.RoseTTAFold2NA.ENST00000622426.model_00.fixed.pdb,RoseTTAFold2NA,0.71,0.543,9.371029,6.43,10.37,5.94,58.70445344129555,30.99,100.15,-47718.6,-56362.21,-465.94
497,dataset3.RNAJP.ENST00000622426.em_predicted_ENST00000622426-10.fixed.pdb,RNAJP,0.67,0.612,11.438784,6.04,12.54,4.74,28.649921507064363,27.42,-98.76,-39917.9,-51098.41,-382.29
498,dataset3.Rhofold.ENST00000622426.relaxed_1000.fixed.pdb,RhoFold,0.49,0.607,33.82612,7.89,64.32,7.31,32.02269963518444,42.68,1336.57,-14860.3,-41039.13,-252.15
499,dataset3.FARFAR2.ENSMUST00000082395.best.fixed.pdb,FARFAR2,0.76,0.618,8.111242,6.64,11.92,3.74,32.36098450319052,,-94.92,-39882.6,-51244.5,-464.64
500,dataset3.FARFAR2.ENSMUST00000083458.best.fixed.pdb,FARFAR2,0.73,0.521,14.45917,6.94,16.84,3.72,35.475792988313856,,-64.33,-36211.5,-52461.72,-490.4
501,dataset3.FARFAR2.ENSMUST00000104106.best.fixed.pdb,FARFAR2,0.72,0.57,8.925659,7.14,12.82,3.68,34.06046689628779,,-96.14,-51386.5,-62243.01,-603.63
502,dataset3.FARFAR2.ENSMUST00000196796.best.fixed.pdb,FARFAR2,0.74,0.65,8.970011,6.18,14.65,3.37,39.909297052154194,25.54,-74.84,-41498.1,-53717.86,-513.07
503,dataset3.FARFAR2.ENST00000408239.best.fixed.pdb,FARFAR2,0.66,0.486,12.637413,6.72,11.8,3.95,33.17328677433435,25.97,-76.48,-38435.0,-52082.02,-524.94
504,dataset3.FARFAR2.ENST00000516765.best.fixed.pdb,FARFAR2,0.71,0.666,11.012284,6.92,13.32,3.53,30.64066852367688,24.6,-46.96,-37301.7,-49455.9,-496.2
505,dataset3.FARFAR2.ENST00000618281.best.fixed.pdb,FARFAR2,0.76,0.63,10.009827,6.58,14.68,2.97,34.57719958918179,26.16,-49.29,-54917.4,-70737.57,-678.26
506,dataset3.FARFAR2.ENST00000621422.best.fixed.pdb,FARFAR2,0.7,0.512,9.657552,6.48,13.53,4.11,38.851351351351354,,-89.3,-38662.4,-55933.97,-521.47
507,dataset3.FARFAR2.ENST00000628469.best.fixed.pdb,FARFAR2,0.71,0.526,12.973819,6.82,16.26,3.86,32.984714400643604,,-93.06,-41854.4,-58745.39,-518.21
508,dataset3.FARFAR2.ENSMUST00000083321.best.fixed.pdb,FARFAR2,0.74,0.528,18.359928,6.5,13.79,3.67,38.06559731864975,,-166.48,-75038.0,-104505.28,-857.59
509,dataset3.FARFAR2.ENSMUST00000102350.best.fixed.pdb,FARFAR2,0.65,0.473,17.38078,6.85,13.44,4.18,36.82624707063944,25.64,-9.88,-46413.2,-65420.42,-593.39
510,dataset3.FARFAR2.ENSMUST00000122608.best.fixed.pdb,FARFAR2,0.74,0.552,14.317754,6.4,12.55,3.12,37.35224586288416,,-69.61,-84081.7,-100722.37,-876.37
511,dataset3.FARFAR2.ENST00000363858.best.fixed.pdb,FARFAR2,0.68,0.614,11.902017,6.52,14.62,3.24,35.21336914353924,,-139.23,-65655.0,-80970.05,-701.51
512,dataset3.FARFAR2.ENST00000468851.best.fixed.pdb,FARFAR2,0.7,0.595,8.583359,5.95,11.82,3.31,36.21981681931724,26.55,-114.6,-42296.6,-59726.95,-541.68
513,dataset3.FARFAR2.ENST00000614674.best.fixed.pdb,FARFAR2,0.72,0.534,7.642156,6.59,13.78,3.44,36.77685950413223,26.93,-69.87,-44033.2,-58674.57,-542.74
514,dataset3.FARFAR2.ENST00000620871.best.fixed.pdb,FARFAR2,0.64,0.493,13.624249,6.47,13.54,3.97,36.44314868804665,,-105.86,-47259.9,-63378.28,-578.03
515,dataset3.FARFAR2.ENST00000622426.best.fixed.pdb,FARFAR2,0.72,0.593,10.353648,6.05,13.11,3.23,39.724361572760436,26.26,-63.07,-43642.0,-58782.41,-571.84
